user_id,is_pay
3e18d4b2d4ab941433bba83dc2b3c844,1
f253f5b1a1f07075d21865759419739d,1
9ec676899fdffca77b5683cfb953f7e8,1
9f419cbf4212127588e6a437ddd864f2,1
fce1332c01d9515b6cc508f92317f412,1
70fd3fb4a16a316557f616271f4aab07,1
4941b76df5cd8d6a88f1f0f8cf4a40de,1
02d349787279f831ace19d5cf69c6237,1
669136617920500d3e3ff9bd2ecbcf16,1
e99ee40d5aec445eeb575acfd4c6c1a0,1
728e0265ea6ebfe796389996068cb309,1
bfa2e37b5632a8dff74d9cebb7df79da,1
1642c5f72019565995161e134bb06fae,1
d4c5943fe97eb5b2eb6cc622b4acf61b,1
0fa18d081ac69007754ab9188dc5c476,1
4c2177bf6cb8bc743323dd023f3802b9,1
e7cacd2dba69d7d6ef9bb261a8b6e55c,1
7b382b578fd1a38b56fed744717348ab,1
8889ed690cad4aef3f20085aa12dda5e,1
77198db57e396141de91f87ef9de46ee,1
798861a33fb7243fe2701ffecffa4503,1
002e2dbd41489f86e4c0f1ba5b2db7bf,1
0031cca532fa6952ecd36d25a0c74685,1
74c649d40770f4d03c8d8f1689aca1d7,1
3a914569171d2490079f6989e15582dd,1
e3fcb754d8c6129a0bda8cf22e93dca0,1
14b3be8917446862f0b23769f42c5218,1
d2d2e4242f7ee5504587258a37d9dbe6,1
d3b1dc7e00e2187442c24eec8943269f,1
891dd15cc7c76736a065b4f4bf67c9db,1
6a641180e48c38c4d5c995855f759c09,1
ec7224ca8a76648b8d6d0ba9c7e857ec,1
b27368658d1b423d00870d6fa274cbc7,1
71f49485ec079da86e6bd72839840337,1
0408216c91845baa73f6c1c8c8f693e9,1
7a020abe4f318946222c1620afdbba7d,1
ce8261cac5ec2afafeda7ac12d7ffe9b,1
bb847487bcb8f38c9a9fd0225851a7ad,1
1d47c0f4b58986f3a93e979f08ee3ace,1
eeaccbe995f4a7aa7e5863f59b6f36df,1
568bd998a02bf9d97dfb514b2d143fdc,1
4eb94a250aa36b25194aafdf54310edb,1
94a7f8a057bd3c4d98c3684fdd692559,1
9735b56b5930266403b4bca3e0529e06,1
56d0b813277b2e9845f6dbb8128840e7,1
a2c4e349117ae9e0d888d52cc868b838,1
8e3d442e79c5a21132541ac8254d7cf1,1
46d25f9e0e6792efe5375de089a83f39,1
78ca7446ee0d847e284edb1173131ee9,1
739797241e7f4ced05eafcd5d59a8645,1
d298e51c17e87a77d13aee354a0942fc,1
ef3c158cf1afb3a3a12c80668c4f3005,1
458e52a74b859588c90d491572a5b42c,1
8f90e5e341b31f783093b6315f334972,1
135a8f91030cac88985ec0e25e42ec52,1
f4113b6db8a6b8222496b0a813dec89d,1
87f33ba50668b943fbe56cbde7472b4e,1
c4806d02d282bc3dfef12ecdb4d61a43,1
0c9092cfa1c05ab7a2f05ab6b8424eb7,1
f5e4ec061f0b7a04604d795b9caf2265,1
9dcfe328be9e77a5e6e1e3f591466eaf,1
9eb92077bb215844b6663a5d0c623d15,1
61078dbcbf164efd07277a8d6076f846,1
86c8927ee1f02842d5b35bddbe4677f4,1
16f5655bc49819b0d6327a25f9dd22e1,1
4ffedc95731402ff6d85d33c9cc9f069,1
df5c1778ad844012f79c7233fa94809c,1
739224e358412e08458537971da8703e,1
cbef615c9b9048b0c1ae39c4bc5d0c47,1
09196443a14aae1bc8c72109d5536247,1
12782a1b5dcc6ac66da645efbbfa40e8,1
ed4c3a8651ea610ddfd825d3eb090ba2,1
b159c02d6bb4e474f686e65a3ac20175,1
fac4c0de017decc15ec7ae85b7c76db5,1
df6cd99a8e67de35a3c0c88e04007acc,1
947696e225f604ed20d24c500cfa6bcf,1
0a40c5a49e5dae818b6a2b3573e0f85d,1
6b89c5c5189a20c476f0844ce8258c78,1
f866d75ea1e9d4818686c7d91deacdf4,1
60c8c1151a1050fae7ac17dfe44cfd90,1
8f965771979927bd76fe4a94d12cdc74,1
083dafce3a85ed3c9f1858a5303a8959,1
265e6b51c7c72ad26c8d5b56a30f225c,1
50af239a84e6d4bc75cddb2115ea7b13,1
951e3120fdaa8cf8be374251581778d9,1
7a06b56d5e6fa9ade19aedc3825eef1d,1
a6950b32747df7fa7b279ba22156ff1e,1
755ca65aaf315fd87773dbcc240959a5,1
4f0092d2c0136e375a00dd4a303e96eb,1
1528cc111f84715708e9d731e2cae08b,1
144f74a33ab985cc3a5766ce46a21d98,1
c6b5c5d8539de755fa14813c5dbf8932,1
3072402117fb4f147fbb0a6555ce1cee,1
e3c62629e2fb83a03811137720e439bf,1
c142cb0f5eff161df9e77829dc4143a4,1
e956bc660af8f795857756ca6718caec,1
7874b2d53c09803b9f118a185228b624,1
871c981623a8624d53732cbcabdd90f4,1
80c32ef797bdf23def1ba965b0c38114,1
c4fbd4dad06b436a2bff74ea6d6d074e,1
96315ba2b0f6a26c2816641455b5d497,1
1eb03bb2a84388b2ba013b4b422f8ecd,1
e2ab904d299a764be40f9ce4e3796cfa,1
bd41e8e2d193514adcdd70ca8decc565,1
1e63b86634bc44d4546cb70a1365114c,1
e9a428576c7074c4a34c587b943f7961,1
30b5c2d9c0de2245fda97eede55ac184,1
49ab17566e217dd7ad9429b687ffda2c,1
6dc4bcc8726a2554022aa69969d155a8,1
23dd76bddad461dc2b852e58a96e7933,1
3cd9a099ab82367f8eeabd4e5befadb4,1
1cb5777aa1a4384d91b30c59e44c54fb,1
f56ebb0673521d13d0ac822eb341d6ea,1
2a3493874de0b5b959e1d57696e9c310,1
348a569225be65b9e64cb77a54d52e7f,1
fb3e558bc7a2f1606645ff8ccb1050cd,1
0c67e6b6b63f52290a88f34ed48cfce9,1
71f3cbae7ab6cd1f9e01cabb5490dc53,1
55b52565ecf3690339a6c0e4daabe400,1
3be3ee7f68c700dcd71875d1812a74ac,1
5afbefb7a603562b12cad9760fab26ee,1
92a27208ff6e792ae757afb97857e420,1
7e1d29da26052fe4c820df01d9e81690,1
2b6a28cb77aeca39309c6ee9d04a2d5b,1
3e87596ea468cd90dea825cfd36b233a,1
5da63b6e08fb60a241434919f9f6aa2c,1
db43c3e50b7705184fe8136bb1454c0b,1
a11c79dd97e0bea84b6d784756300ea2,1
4025dcbef3273b7222cf9d661380b4ca,1
450dffdf48d165a48c8e1ddb6494ef77,1
67b5bed05158e4cbf7bdb76148d2a63f,1
a5f1940b20b156d46940650358785386,1
21b12f0135fc7939cd4fa3972883f929,1
d5f96d95663a857f1793bd76b8d4822b,1
bdc9a38a659cf43bd730f9d8e85923a1,1
2460d99d15a2486d17254962fd7e6763,1
010ba7db176b1e679721f0a6f5bf9de1,1
1b0651f5e0ac0ca609434a8fe425310f,1
