user_id,age,gender,province,city,sid
5a42dc7d4d3ae352a5708529048cad8b,22,女,江苏省,南京市,S1
5a45dcda43d74e96706a3bc92283284a,24,男,北京市,北京市,S2
5a4e217474b8b6b1df485267c3df1f51,18,男人,河北省,石家庄市,S1
5a5b16df1a96277ce23bde67b9098ab4,27,女,北京市,北京市,S2
5a5e2d49dfb6d1c50e8eddf88ee94bd8,24,男,北京市,北京市,S5
5a5e9282470628062f520663ea1dd6b8,28,女,江苏省,未知,S5
5a634a34706d33669ed4820addf87784,24,男,广东省,未知,S2
5a673abefcceb83964ae8756b4e35854,34,女,江苏省,徐州市,S1
5a675b23646ac7cbd7192cc4017e0880,30,男,上海市,上海市,S4
5a676de4ce6ba6707c7adbad3eb21439,8,女,江苏省,扬州市,S6
5a690ff56f1a3d66dc9780f13ed28646,38,男,广东省,东莞市,S5
5a697a7982cba1b428d2255b07c4c425,26,男,广东省,深圳市,S3
5a6cccb388a7b1b74665d8877c3b6445,28,男,广东省,深圳市,S5
5a6db76c7592b1f469c263d8051c1e4d,19,女,江苏省,未知,S1
5a77c3551944132bd6501fac5f2eb266,27,男,广东省,深圳市,S6
5a78558d58e8c8d974fd39702c705c7e,29,未知,江苏省,苏州市,S6
5a7ce97785a306214c1eaf0fa9b75db9,37,女,上海市,上海市,S4
5a8bda2aecbbd06df0a7ba81fb6045bd,17,男,江苏省,南通市,S2
5a8d7521903e79dc2c2e4ec3a6350a47,27,男,广东省,湛江市,S2
5a91644f3a8deae7ab3b62d72959b296,33,女,江苏省,未知,S5
5a97c7dd1690888cb807d244647763c2,18,女,广东省,广州市,S1
5a9995410eb792ae4349813e3b8fb67a,24,女,江苏省,无锡市,S3
5aa9a728eba4152710f40b47c3739d5c,19,男,广东省,东莞,S2
5aacad859999672fda5a996f98c2ebc8,25,女,广东省,佛山市,S3
5aae65a83e56fdb7ac270cfb0cbfa220,23,男,广东省,深圳市,S2
5ab5e440583fa683198aa89d251a4689,27,女,江苏省,未知,S4
5ab7fe6ea78029b340f1c76d3f95f1cc,22,男,广东省,云浮市,S3
5abb93049fa69c4bc2d40af581b5f0f8,24,女,广东省,深圳市,S4
5abbec818f06400a696879874f53a869,36,女,江苏省,未知,S1
5abef3606de475aad1a68ca29b93dd0e,24,女,上海市,上海市,S5
5ac1d9955f387aad1bbe101740d032dd,31,女,河北省,邯郸市,S1
5ac69ad2dac31e1d1eb68ec3b208d496,15,男,广东省,广州市,S2
5ac8e4d8cd311723c0104efb19bf8995,32,男,北京市,北京市,S4
5ace888c2e9c6e3e81a9fce62d5c0726,32,女,江苏省,南通市,S2
5adfb27c8b9440f1d05f5211ddadf393,33,男,北京市,北京市,S1
5af31b15565eae95c1abcfe40f921a75,29,男,河北省,石家庄市,S5
5af640bf7c143ef71e9ead98ccbb2a5e,41,男,广东省,广州市,S5
5afdeb1246d68b30371f581a30db69ae,27,男,广东省,广州市,S1
5b01f6ea0cf9f1abce1d2c9c5a603c8a,28,男,广东省,广州市,S2
5b224a4a3d39c573cf46b8ef378b544b,38,男,河北省,石家庄市,S5
5b22a7b367fc878dd44c0e3fba8bbfd8,15,男,广东省,东莞市,S1
5b32e13f8acb954a6150d7f0af31b2a9,28,男,河北省,石家庄市,S3
5b4115aa79600ba77f44b582cbb44c58,21,男,广东省,深圳市,S3
5b4711043d8a0eb5fafa6c88154e6fe3,36,女,广东省,未知,S6
5b494602f29933a96ec31d9f512ded47,39,女,广东省,肇庆市,S6
5b4c3b921016478465bd8ea538564118,22,男,河北省,承德市,S1
5b4d97ff52dc9d5ca9075b696755d2da,26,男,江苏省,未知,S2
5b5133ea594417bcd39f90858cada7e8,25,女,广东省,东莞市,S2
5b52e3fff56845bcf42ba3d83a0e962c,23,男,上海市,上海市,S3
5b548c91c5f0895ff46c6068e11de0fb,30,男,江苏省,未知,S4
5b57d848f4b55590107ca2523313fbf0,29,女,广东省,广州市,S1
5b6053eab7339994323a98dded3a9b28,25,女,广东省,深圳市,S2
5b677a9ef9f11f8be73c527696c3ae19,18,女,江苏省,连云港市,S5
5b69feff4881f9ab0c40b281a51badbd,22,男,广东省,深圳市,S2
5b74d606539476e96e68fd0a972752c1,37,女,北京市,北京市,S3
5b7640ccb56b5b373ea3cebf0f6f53e6,23,男,上海市,上海市,S1
5b76aeac012f0074009497dcf04cfa02,31,女,江苏省,镇江市,S2
5b7ea129ae5de33ec5c932415db9e2cd,21,男,江苏省,未知,S1
